"COU","Country","SMALL_SUBNATIONAL_REGION","Small subnational region","LARGE_SUBNATIONAL_REGION","Large subnational region","MEAS","Measure","VARIABLE","Land cover class","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","1992","1992",,,"0","Units",,,7.385027188,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2004","2004",,,"0","Units",,,6.86320562,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2015","2015",,,"0","Units",,,6.822399668,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2018","2018",,,"0","Units",,,6.878507852,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","1992","1992",,,"0","Units",,,0.01337444925027,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2004","2004",,,"0","Units",,,0.01312210115121,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2015","2015",,,"0","Units",,,0.01791671503339,,
"BEL","Belgium","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2018","2018",,,"0","Units",,,0.01665497453808,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","1992","1992",,,"0","Units",,,4566.52916976,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2004","2004",,,"0","Units",,,4632.169330468,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2015","2015",,,"0","Units",,,4625.108200524,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2018","2018",,,"0","Units",,,4611.763804096,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","1992","1992",,,"0","Units",,,248.471383212,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2004","2004",,,"0","Units",,,242.784130936,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2015","2015",,,"0","Units",,,237.758120564,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2018","2018",,,"0","Units",,,238.694416224,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,377.127526408,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,374.14768722,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,385.575131312,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,393.1321154,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,7.329846412,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,10.584507504,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,11.641134352,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,12.38012396,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","1992","1992",,,"0","Units",,,46.561843777033,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2004","2004",,,"0","Units",,,47.231132594594,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2015","2015",,,"0","Units",,,47.159134975151,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2018","2018",,,"0","Units",,,47.023071089718,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,3.8453171579218,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,3.8149337306853,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,3.9314517352359,,
"CAN","Canada","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,4.0085052477507,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.048379784,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.048379784,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.047452376,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.047065956,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.06140650320373,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.06140650320373,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.06022938173657,,
"CZE","Czech Republic","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.05973891445858,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.012210872,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.011438032,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.011438032,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.011438032,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","1992","1992",,,"0","Units",,,32.298683848,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2004","2004",,,"0","Units",,,31.615416004,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2015","2015",,,"0","Units",,,31.563713008,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2018","2018",,,"0","Units",,,31.354196084,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","1992","1992",,,"0","Units",,,0.996036192,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2004","2004",,,"0","Units",,,0.92624874,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2015","2015",,,"0","Units",,,0.924548492,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2018","2018",,,"0","Units",,,0.924780344,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.02835703299287,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.02656228406927,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.02656228406927,,
"DNK","Denmark","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.02656228406927,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","1992","1992",,,"0","Units",,,239.415939648,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2004","2004",,,"0","Units",,,241.96190646,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2015","2015",,,"0","Units",,,242.587597724,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2018","2018",,,"0","Units",,,240.286312056,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","1992","1992",,,"0","Units",,,31.071336644,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2004","2004",,,"0","Units",,,25.802963648,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2015","2015",,,"0","Units",,,23.882919952,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2018","2018",,,"0","Units",,,24.373982488,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,6.626948432,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,5.776979,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,4.711155356,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,4.587269104,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","1992","1992",,,"0","Units",,,32.236470228,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2004","2004",,,"0","Units",,,32.746621912,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2015","2015",,,"0","Units",,,32.86965804,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2018","2018",,,"0","Units",,,32.79971602,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0.06763194150125,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0.07236916691752,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0.0992057788631,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0.11541812798189,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","1992","1992",,,"0","Units",,,7.356842082751,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2004","2004",,,"0","Units",,,8.21554467629,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2015","2015",,,"0","Units",,,8.5993289237277,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2018","2018",,,"0","Units",,,9.1495369592118,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,9.592122592035,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,9.7439207715147,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,9.7805307854113,,
"FIN","Finland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,9.7597191883155,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","1992","1992",,,"0","Units",,,88.140779036,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2004","2004",,,"0","Units",,,91.026409028,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2015","2015",,,"0","Units",,,91.040552,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2018","2018",,,"0","Units",,,90.83845434,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,2.906805808,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,3.184564504,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,3.26988604,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,3.279237404,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","1992","1992",,,"0","Units",,,2.452144036,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2004","2004",,,"0","Units",,,2.559027808,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2015","2015",,,"0","Units",,,2.554545336,,
"FRA","France","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2018","2018",,,"0","Units",,,2.543725576,,
"FRA","France","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.39268780871293,,
"FRA","France","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.40625840596206,,
"FRA","France","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.40498729738832,,
"FRA","France","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.40175504987225,,
"FRA","France","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,0.68437696189555,,
"FRA","France","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,0.75428793345105,,
"FRA","France","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,0.74041469130341,,
"FRA","France","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,0.74144368395834,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","1992","1992",,,"0","Units",,,31.707133410424,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2004","2004",,,"0","Units",,,32.104458208408,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2015","2015",,,"0","Units",,,32.019224444152,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2018","2018",,,"0","Units",,,32.190903724579,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","1992","1992",,,"0","Units",,,0.32827657718167,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2004","2004",,,"0","Units",,,0.33219313248257,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2015","2015",,,"0","Units",,,0.32996437449366,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2018","2018",,,"0","Units",,,0.32401380704755,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.08763562966092,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.06636505584445,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.06316256863709,,
"DEU","Germany","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.06281635380386,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","1992","1992",,,"0","Units",,,7.158353216,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2004","2004",,,"0","Units",,,7.299782936,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2015","2015",,,"0","Units",,,7.295686884,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2018","2018",,,"0","Units",,,7.268019212,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","1992","1992",,,"0","Units",,,0.249781888,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2004","2004",,,"0","Units",,,0.253027816,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2015","2015",,,"0","Units",,,0.25233226,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2018","2018",,,"0","Units",,,0.251327568,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.729483676,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.718432064,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.712481196,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.69285106,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","1992","1992",,,"0","Units",,,2.106993692,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2004","2004",,,"0","Units",,,2.202362148,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2015","2015",,,"0","Units",,,2.204371532,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2018","2018",,,"0","Units",,,2.209085856,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,18.976614284476,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,18.788996693994,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,18.82572358417,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,18.655151488171,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","1992","1992",,,"0","Units",,,2.2101153001764,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2004","2004",,,"0","Units",,,2.1084280891005,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2015","2015",,,"0","Units",,,1.9870594823324,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2018","2018",,,"0","Units",,,1.9576545399591,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,1.5969461034351,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,1.6692283721377,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,1.6707513372806,,
"GRC","Greece","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,1.674324447808,,
"HUN","Hungary","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,7.1432193744747,,
"HUN","Hungary","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,7.1243477010228,,
"HUN","Hungary","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,7.1153691074862,,
"HUN","Hungary","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,7.1139558103555,,
"ISL","Iceland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","1992","1992",,,"0","Units",,,7.0944975678772,,
"ISL","Iceland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2004","2004",,,"0","Units",,,7.0944219891711,,
"ISL","Iceland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2015","2015",,,"0","Units",,,7.0944219891711,,
"ISL","Iceland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2018","2018",,,"0","Units",,,7.0944975678772,,
"ISL","Iceland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0.02630138974125,,
"ISL","Iceland","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0.04119039485339,,
